0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000
0.001000	0.010000	-0.000004	0.000000	9.999996	-0.008000	0.001000
0.002000	0.020000	-0.000016	0.000002	9.999984	-0.016000	0.002000
0.003000	0.030000	-0.000036	0.000004	9.999964	-0.024000	0.003000
0.004000	0.040000	-0.000064	0.000008	9.999935	-0.032000	0.004000
0.005000	0.050000	-0.000100	0.000012	9.999899	-0.040000	0.005000
0.006000	0.060000	-0.000144	0.000018	9.999854	-0.048000	0.006000
0.007000	0.070000	-0.000196	0.000024	9.999802	-0.056000	0.007000
0.008000	0.079999	-0.000256	0.000032	9.999741	-0.063999	0.008000
0.009000	0.089999	-0.000324	0.000040	9.999672	-0.071999	0.009000
0.010000	0.099999	-0.000400	0.000050	9.999595	-0.079999	0.010000
0.011000	0.109998	-0.000484	0.000060	9.999510	-0.087998	0.011000
0.012000	0.119998	-0.000576	0.000072	9.999417	-0.095998	0.012000
0.013000	0.129997	-0.000676	0.000084	9.999316	-0.103997	0.013000
0.014000	0.139996	-0.000784	0.000098	9.999206	-0.111996	0.014000
0.015000	0.149995	-0.000900	0.000112	9.999089	-0.119995	0.015000
0.016000	0.159994	-0.001024	0.000128	9.998963	-0.127994	0.015999
0.017000	0.169993	-0.001156	0.000144	9.998830	-0.135993	0.016999
0.018000	0.179992	-0.001296	0.000162	9.998688	-0.143992	0.017999
0.019000	0.189991	-0.001444	0.000180	9.998538	-0.151991	0.018999
0.020000	0.199989	-0.001600	0.000200	9.998380	-0.159989	0.019999
0.021000	0.209988	-0.001764	0.000220	9.998214	-0.167988	0.020999
0.022000	0.219986	-0.001936	0.000242	9.998040	-0.175986	0.021999
0.023000	0.229984	-0.002116	0.000264	9.997858	-0.183984	0.022998
0.024000	0.239981	-0.002304	0.000288	9.997667	-0.191981	0.023998
0.025000	0.249979	-0.002500	0.000312	9.997469	-0.199979	0.024998
0.026000	0.259976	-0.002704	0.000338	9.997262	-0.207976	0.025998
0.027000	0.269973	-0.002916	0.000364	9.997048	-0.215973	0.026997
0.028000	0.279970	-0.003136	0.000392	9.996825	-0.223970	0.027997
0.029000	0.289967	-0.003364	0.000420	9.996594	-0.231967	0.028997
0.030000	0.299964	-0.003600	0.000450	9.996355	-0.239964	0.029996
0.031000	0.309960	-0.003844	0.000480	9.996108	-0.247960	0.030996
0.032000	0.319956	-0.004096	0.000512	9.995853	-0.255956	0.031996
0.033000	0.329952	-0.004356	0.000544	9.995590	-0.263952	0.032995
0.034000	0.339947	-0.004624	0.000578	9.995319	-0.271947	0.033995
0.035000	0.349942	-0.004899	0.000612	9.995039	-0.279942	0.034994
0.036000	0.359937	-0.005183	0.000648	9.994752	-0.287937	0.035994
0.037000	0.369932	-0.005475	0.000684	9.994456	-0.295932	0.036993
0.038000	0.379926	-0.005775	0.000722	9.994153	-0.303926	0.037993
0.039000	0.389920	-0.006083	0.000760	9.993841	-0.311920	0.038992
0.040000	0.399914	-0.006399	0.000800	9.993521	-0.319914	0.039991
0.041000	0.409907	-0.006723	0.000840	9.993193	-0.327907	0.040991
0.042000	0.419900	-0.007055	0.000882	9.992857	-0.335900	0.041990
0.043000	0.429893	-0.007395	0.000924	9.992513	-0.343893	0.042989
0.044000	0.439885	-0.007743	0.000968	9.992160	-0.351885	0.043989
0.045000	0.449877	-0.008099	0.001012	9.991800	-0.359877	0.044988
0.046000	0.459869	-0.008462	0.001058	9.991432	-0.367869	0.045987
0.047000	0.469860	-0.008834	0.001104	9.991055	-0.375860	0.046986
0.048000	0.479851	-0.009214	0.001152	9.990671	-0.383851	0.047985
0.049000	0.489841	-0.009602	0.001200	9.990278	-0.391841	0.048984
0.050000	0.499831	-0.009998	0.001250	9.989877	-0.399831	0.049983
0.051000	0.509821	-0.010402	0.001300	9.989468	-0.407821	0.050982
0.052000	0.519810	-0.010814	0.001352	9.989051	-0.415810	0.051981
0.053000	0.529799	-0.011233	0.001404	9.988626	-0.423799	0.052980
0.054000	0.539788	-0.011661	0.001458	9.988193	-0.431788	0.053979
0.055000	0.549776	-0.012097	0.001512	9.987752	-0.439776	0.054978
0.056000	0.559763	-0.012541	0.001568	9.987303	-0.447763	0.055976
0.057000	0.569750	-0.012992	0.001624	9.986845	-0.455750	0.056975
0.058000	0.579737	-0.013452	0.001682	9.986380	-0.463737	0.057974
0.059000	0.589723	-0.013920	0.001740	9.985906	-0.471723	0.058972
0.060000	0.599709	-0.014396	0.001800	9.985424	-0.479709	0.059971
0.061000	0.609694	-0.014879	0.001860	9.984935	-0.487694	0.060969
0.062000	0.619678	-0.015371	0.001922	9.984437	-0.495678	0.061968
0.063000	0.629663	-0.015871	0.001984	9.983931	-0.503663	0.062966
0.064000	0.639646	-0.016378	0.002047	9.983417	-0.511646	0.063965
0.065000	0.649629	-0.016894	0.002112	9.982895	-0.519629	0.064963
0.066000	0.659612	-0.017418	0.002177	9.982365	-0.527612	0.065961
0.067000	0.669594	-0.017949	0.002244	9.981826	-0.535594	0.066959
0.068000	0.679576	-0.018489	0.002311	9.981280	-0.543576	0.067958
0.069000	0.689557	-0.019036	0.002380	9.980726	-0.551557	0.068956
0.070000	0.699537	-0.019592	0.002449	9.980163	-0.559537	0.069954
0.071000	0.709517	-0.020155	0.002520	9.979593	-0.567517	0.070952
0.072000	0.719496	-0.020727	0.002591	9.979014	-0.575496	0.071950
0.073000	0.729475	-0.021306	0.002664	9.978427	-0.583475	0.072948
0.074000	0.739453	-0.021894	0.002737	9.977832	-0.591453	0.073945
0.075000	0.749431	-0.022489	0.002811	9.977230	-0.599431	0.074943
0.076000	0.759408	-0.023093	0.002887	9.976619	-0.607408	0.075941
0.077000	0.769384	-0.023704	0.002963	9.976000	-0.615384	0.076938
0.078000	0.779360	-0.024324	0.003041	9.975372	-0.623360	0.077936
0.079000	0.789335	-0.024951	0.003119	9.974737	-0.631335	0.078933
0.080000	0.799309	-0.025586	0.003199	9.974094	-0.639309	0.079931
0.081000	0.809283	-0.026229	0.003279	9.973443	-0.647283	0.080928
0.082000	0.819256	-0.026881	0.003360	9.972783	-0.655256	0.081926
0.083000	0.829228	-0.027540	0.003443	9.972116	-0.663228	0.082923
0.084000	0.839200	-0.028207	0.003526	9.971440	-0.671200	0.083920
0.085000	0.849171	-0.028882	0.003611	9.970757	-0.679171	0.084917
